deviceid,newsid,guid,pos,app_version,device_vendor,netmodel,osversion,lng,lat,device_version,lng_lat,deviceid_newsid_mode,deviceid_pos_mode,deviceid_app_version_mode,deviceid_device_vendor_mode,deviceid_netmodel_mode,deviceid_osversion_mode,deviceid_lng_mode,deviceid_lat_mode,deviceid_device_version_mode,deviceid_lng_lat_mode,app_version_count,app_version_deviceid_count_ratio,day_minute,day_second,device_vendor_count,device_vendor_deviceid_count_ratio,device_version_count,device_version_deviceid_count_ratio,deviceid_app_version_count,deviceid_app_version_count_ratio,deviceid_app_version_ent,deviceid_app_version_mode_count,deviceid_app_version_nunique,deviceid_app_version_nunique_ratio_deviceid_count,deviceid_before_count,deviceid_count,deviceid_day_count,deviceid_day_hour_count,deviceid_device_vendor_count,deviceid_device_vendor_count_ratio,deviceid_device_vendor_ent,deviceid_device_vendor_mode_count,deviceid_device_vendor_nunique,deviceid_device_vendor_nunique_ratio_deviceid_count,deviceid_device_version_count,deviceid_device_version_count_ratio,deviceid_device_version_ent,deviceid_device_version_mode_count,deviceid_device_version_nunique,deviceid_device_version_nunique_ratio_deviceid_count,deviceid_first_exposure_ts_gap,deviceid_hour_count,deviceid_last_exposure_ts_gap,deviceid_lat_count,deviceid_lat_count_ratio,deviceid_lat_ent,deviceid_lat_mode_count,deviceid_lat_nunique,deviceid_lat_nunique_ratio_deviceid_count,deviceid_lng_count,deviceid_lng_count_ratio,deviceid_lng_ent,deviceid_lng_lat_count,deviceid_lng_lat_count_ratio,deviceid_lng_lat_ent,deviceid_lng_lat_mode_count,deviceid_lng_lat_nunique,deviceid_lng_lat_nunique_ratio_deviceid_count,deviceid_lng_mode_count,deviceid_lng_nunique,deviceid_lng_nunique_ratio_deviceid_count,deviceid_netmodel_count,deviceid_netmodel_count_ratio,deviceid_netmodel_ent,deviceid_netmodel_mode_count,deviceid_netmodel_nunique,deviceid_netmodel_nunique_ratio_deviceid_count,deviceid_newsid_count,deviceid_newsid_count_ratio,deviceid_newsid_ent,deviceid_newsid_mode_count,deviceid_newsid_nunique,deviceid_newsid_nunique_ratio_deviceid_count,deviceid_next10_exposure_ts_gap,deviceid_next1_exposure_ts_gap,deviceid_next20_exposure_ts_gap,deviceid_next2_exposure_ts_gap,deviceid_next30_exposure_ts_gap,deviceid_next3_exposure_ts_gap,deviceid_next50_exposure_ts_gap,deviceid_next5_exposure_ts_gap,deviceid_next8_exposure_ts_gap,deviceid_next_exposure_ts_gap_mean,deviceid_next_total_hour_count,deviceid_osversion_count,deviceid_osversion_count_ratio,deviceid_osversion_ent,deviceid_osversion_mode_count,deviceid_osversion_nunique,deviceid_osversion_nunique_ratio_deviceid_count,deviceid_pos_count,deviceid_pos_count_ratio,deviceid_pos_ent,deviceid_pos_mode_count,deviceid_pos_nunique,deviceid_pos_nunique_ratio_deviceid_count,deviceid_prev10_exposure_ts_gap,deviceid_prev1_exposure_ts_gap,deviceid_prev20_exposure_ts_gap,deviceid_prev2_exposure_ts_gap,deviceid_prev30_exposure_ts_gap,deviceid_prev3_exposure_ts_gap,deviceid_prev50_exposure_ts_gap,deviceid_prev5_exposure_ts_gap,deviceid_prev8_exposure_ts_gap,deviceid_prev_day_click_count,deviceid_prev_day_count,deviceid_prev_day_ctr,deviceid_prev_day_exposure_click_gap_iqr,deviceid_prev_day_exposure_click_gap_kurt,deviceid_prev_day_exposure_click_gap_max,deviceid_prev_day_exposure_click_gap_mean,deviceid_prev_day_exposure_click_gap_mean_ratio_iqr,deviceid_prev_day_exposure_click_gap_mean_ratio_ptp,deviceid_prev_day_exposure_click_gap_mean_ratio_std,deviceid_prev_day_exposure_click_gap_median,deviceid_prev_day_exposure_click_gap_min,deviceid_prev_day_exposure_click_gap_ptp,deviceid_prev_day_exposure_click_gap_q1,deviceid_prev_day_exposure_click_gap_q3,deviceid_prev_day_exposure_click_gap_skew,deviceid_prev_day_exposure_click_gap_std,deviceid_prev_exposure_ts_gap_mean,deviceid_prev_total_hour_click_count,deviceid_prev_total_hour_count,deviceid_prev_total_hour_ctr,guid_count,hour,hour_second,lat_count,lat_deviceid_count_ratio,lng_count,lng_deviceid_count_ratio,lng_lat_count,lng_lat_deviceid_count_ratio,minute,netmodel_count,netmodel_deviceid_count_ratio,newsid_count,newsid_deviceid_count_ratio,osversion_count,osversion_deviceid_count_ratio,pos_count,pos_deviceid_count_ratio,second,total_hour,label
986,7239,957,2,4,6,2,0,1953,1944,147,1994,7236,2,4,6,1,0,1952,1943,147,1993,857,1.0,656,39413,145,1.0,17,1.0,10,0.011665,0.0,843,1,0.1,3,10,5,3,10,0.069,0,145,1,0.1,10,0.5884,0,17,1,0.1,85053636,3,204166227,1,1.0,2.025,10,8,0.8,1,1.0,2.025,1,1.0,2.025,10,8,0.8,10,8,0.8,3,0.0001942,0.611,2817,2,0.2,1,1.0,2.303,10,10,1.0,,1364732.0,,1364740.0,,155759060.0,,155923000.0,,78602880.0,2.0,10,0.001186,0.0,8475,1,0.1,7,0.00109,0.802,9675,3,0.3,,1541.0,,2643508.0,,85053630.0,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,29232896.0,0.0,0.0,0.0,10,10,3413,1,0.1,1,0.1,1,0.1,56,15452,0.3,1,0.1,8431,1.0,6420,0.7,53,34,0
986,7240,957,0,4,6,1,0,1952,1943,147,1993,7236,2,4,6,1,0,1952,1943,147,1993,857,1.0,679,40777,145,1.0,17,1.0,10,0.011665,0.0,843,1,0.1,5,10,5,2,10,0.069,0,145,1,0.1,10,0.5884,0,17,1,0.1,86418376,3,202801487,2,1.0,2.025,10,8,0.8,2,1.0,2.025,2,1.0,2.025,10,8,0.8,10,8,0.8,7,0.001883,0.611,2817,2,0.2,1,1.0,2.303,10,10,1.0,,154394320.0,,154394670.0,,154558260.0,,,,154449090.0,,10,0.001186,0.0,8475,1,0.1,1,0.0001864,0.802,9675,3,0.3,,8.0,,1364740.0,,1366281.0,,86418376.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,22287352.0,0.0,3.0,0.0,10,11,1177,2,0.2,2,0.2,2,0.2,19,3719,0.7,1,0.1,8431,1.0,5364,0.1,37,35,0
988,7243,958,0,7,4,0,0,1955,1946,64,1996,7243,0,7,4,0,0,1955,1946,64,1996,127,1.0,965,57939,4193,1.0,138,1.0,3,0.02362,0.0,127,1,0.3333,0,3,1,1,3,0.0007153,0,4193,1,0.3333,3,0.02174,0,138,1,0.3333,0,1,182668965,3,1.0,0.0,3,1,0.3333,3,1.0,0.0,3,1.0,0.0,3,1,0.3333,3,1,0.3333,2,0.002434,0.6367,532,2,0.6665,2,1.0,0.6367,3,2,0.6665,,113889980.0,,182668960.0,,,,,,148279470.0,,3,0.0003557,0.0,8475,1,0.3333,3,0.0005593,0.0,7339,1,0.3333,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,3,16,339,3,1.0,3,1.0,3,1.0,5,822,0.6665,2,0.6665,8431,1.0,5364,1.0,39,40,0
990,6373,960,2,2,1,2,0,1958,1949,84,1999,6373,2,2,1,2,0,3232,3221,84,3322,3042,1.0,431,25897,6171,1.0,357,1.0,4,0.001315,0.0,2988,1,0.25,0,4,1,1,4,0.000648,0,6171,1,0.25,4,0.01121,0,357,1,0.25,0,1,204019144,1,1.0,1.04,4,3,0.75,1,1.0,1.04,1,1.0,1.04,4,3,0.75,4,3,0.75,3,0.0001942,0.5625,16648,2,0.5,1,0.3333,1.387,31,4,1.0,,203946620.0,,203946860.0,,204019140.0,,,,203970880.0,,4,0.0004745,0.0,8475,1,0.25,2,0.0003116,1.04,9675,3,0.75,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,4,7,697,1,0.25,1,0.25,1,0.25,11,15452,0.75,3,0.25,8431,1.0,6420,0.5,37,31,0
991,717,961,2,0,11,1,1,1959,1950,260,2000,717,2,0,11,1,1,1959,1950,260,2000,14011,1.0,470,28259,196,1.0,2,1.0,2,0.0001427,0.0,14085,1,0.5,1,2,2,2,2,0.0102,0,196,1,0.5,2,1.0,0,2,1,0.5,150782,2,0,2,1.0,0.0,2,1,0.5,2,1.0,0.0,2,1.0,0.0,2,1,0.5,2,1,0.5,2,0.000538,0.0,2817,1,0.5,1,0.0909,0.6934,24,2,1.0,,,,,,,,,,,,2,0.000201,0.0,9944,1,0.5,2,0.0003116,0.0,9675,1,0.5,,150782.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,150782.0,0.0,0.0,0.0,2,7,3059,2,1.0,2,1.0,2,1.0,50,3719,1.0,11,0.5,9948,1.0,6420,1.0,59,31,0
991,1066,961,2,0,11,1,1,1959,1950,260,2000,717,2,0,11,1,1,1959,1950,260,2000,14011,1.0,468,28108,196,1.0,2,1.0,2,0.0001427,0.0,14085,1,0.5,0,2,2,2,2,0.0102,0,196,1,0.5,2,1.0,0,2,1,0.5,0,2,150782,2,1.0,0.0,2,1,0.5,2,1.0,0.0,2,1.0,0.0,2,1,0.5,2,1,0.5,2,0.000538,0.0,2817,1,0.5,1,0.0476,0.6934,24,2,1.0,,150782.0,,,,,,,,150782.0,,2,0.000201,0.0,9944,1,0.5,2,0.0003116,0.0,9675,1,0.5,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,2,7,2908,2,1.0,2,1.0,2,1.0,48,3719,1.0,21,0.5,9948,1.0,6420,1.0,28,31,0
992,7246,962,2,0,1,1,1,1960,1951,49,2001,6404,1,0,1,1,1,1960,1951,49,2001,14011,1.0,714,42880,6171,1.0,129,1.0,2,0.0001427,0.0,14085,1,0.5,1,2,2,2,2,0.000324,0,6171,1,0.5,2,0.0155,0,129,1,0.5,1928442,2,0,1,1.0,0.6934,2,2,1.0,1,1.0,0.6934,1,1.0,0.6934,2,2,1.0,2,2,1.0,2,0.000538,0.0,2817,1,0.5,1,1.0,0.6934,2,2,1.0,,,,,,,,,,,,2,0.000201,0.0,9944,1,0.5,1,0.0001558,0.6934,2888,2,1.0,,1928442.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,1928442.0,0.0,0.0,0.0,2,11,3280,1,0.5,1,0.5,1,0.5,54,3719,1.0,1,0.5,9948,1.0,6420,0.5,40,35,0
992,6404,962,1,0,1,1,1,1961,1952,49,2002,6404,1,0,1,1,1,1960,1951,49,2001,14011,1.0,682,40952,6171,1.0,129,1.0,2,0.0001427,0.0,14085,1,0.5,0,2,2,2,2,0.000324,0,6171,1,0.5,2,0.0155,0,129,1,0.5,0,2,1928442,1,1.0,0.6934,2,2,1.0,1,1.0,0.6934,1,1.0,0.6934,2,2,1.0,2,2,1.0,2,0.000538,0.0,2817,1,0.5,1,0.5,0.6934,2,2,1.0,,1928442.0,,,,,,,,1928442.0,,2,0.000201,0.0,9944,1,0.5,1,0.0002444,0.6934,2888,2,1.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,2,11,1352,1,0.5,1,0.5,1,0.5,22,3719,1.0,2,0.5,9948,1.0,4092,0.5,32,35,0
997,7264,967,0,8,1,0,1,1969,1960,29,2010,7259,0,8,1,1,1,1969,1960,29,2010,75,1.0,979,58783,6171,1.0,138,1.0,9,0.12,0.0,78,1,0.1111,4,9,1,1,9,0.001458,0,6171,1,0.1111,9,0.06525,0,138,1,0.1111,68036993,1,182213523,4,1.0,0.965,9,3,0.3333,4,1.0,0.965,4,1.0,0.965,9,3,0.3333,9,3,0.3333,1,0.001217,0.965,2817,3,0.3333,1,1.0,2.197,9,9,1.0,,61181868.0,,61945010.0,,61946184.0,,,,61691020.0,,9,0.0009046,0.0,9944,1,0.1111,3,0.0005593,1.311,7339,4,0.4443,,67922070.0,,67925540.0,,68020490.0,,,,0.0,4.0,0.0,,,,,,,,,,,,,,,67956030.0,0.0,0.0,0.0,9,16,1183,4,0.4443,4,0.4443,4,0.4443,19,822,0.1111,1,0.1111,9948,1.0,5364,0.3333,43,40,0
998,554,968,0,0,1,1,1,1972,1963,67,2013,554,0,0,1,1,1,1972,1963,67,2013,14011,1.0,1277,76665,6171,1.0,1430,1.0,1,7.135e-05,0.0,14085,1,1.0,0,1,1,1,1,0.000162,0,6171,1,1.0,1,0.0006995,0,1430,1,1.0,0,1,0,1,1.0,0.0,1,1,1.0,1,1.0,0.0,1,1.0,0.0,1,1,1.0,1,1,1.0,1,0.000269,0.0,2817,1,1.0,1,0.05,0.0,49,1,1.0,,,,,,,,,,,,1,0.0001005,0.0,9944,1,1.0,1,0.0001864,0.0,7339,1,1.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,1,21,1065,1,1.0,1,1.0,1,1.0,17,3719,1.0,20,1.0,9948,1.0,5364,1.0,45,45,0
999,7267,969,0,0,4,2,1,1973,1964,70,2014,626,0,0,4,2,1,3244,3233,70,3334,14011,1.0,938,56290,4193,1.0,120,1.0,106,0.007565,0.0,14085,1,0.00944,7,106,6,6,106,0.02528,0,4193,1,0.00944,106,0.8833,0,120,1,0.00944,61102295,6,198453532,7,1.0,0.4749,106,5,0.04718,7,1.0,0.4749,7,1.0,0.4749,106,5,0.04718,106,5,0.04718,101,0.006535,0.1901,16648,2,0.01888,1,1.0,4.664,106,106,1.0,197436080.0,104238330.0,197532940.0,104332920.0,197651870.0,197231020.0,197823840.0,197358720.0,197404240.0,176778880.0,,106,0.01066,0.0,9944,1,0.00944,32,0.005966,1.78,7339,8,0.0755,,133881.0,,150492.0,,152075.0,,190954.0,,0.0,2.0,0.0,,,,,,,,,,,,,,,156850.5,0.0,0.0,0.0,106,15,2290,7,0.06604,7,0.06604,7,0.06604,38,15452,0.9526,1,0.00944,9948,1.0,5364,0.302,10,39,0
999,7268,969,0,0,4,2,1,1973,1964,70,2014,626,0,0,4,2,1,3244,3233,70,3334,14011,1.0,935,56138,4193,1.0,120,1.0,106,0.007565,0.0,14085,1,0.00944,4,106,6,6,106,0.02528,0,4193,1,0.00944,106,0.8833,0,120,1,0.00944,60950220,6,198605607,7,1.0,0.4749,106,5,0.04718,7,1.0,0.4749,7,1.0,0.4749,106,5,0.04718,106,5,0.04718,101,0.006535,0.1901,16648,2,0.01888,1,1.0,4.664,106,106,1.0,197541820.0,1583.0,197662290.0,18194.0,197757730.0,152075.0,197958930.0,104485000.0,197510780.0,121454264.0,,106,0.01066,0.0,9944,1,0.00944,32,0.005966,1.78,7339,8,0.0755,,13179.0,,38879.0,,60857630.0,,,,0.0,2.0,0.0,,,,,,,,,,,,,,,20303230.0,0.0,0.0,0.0,106,15,2138,7,0.06604,7,0.06604,7,0.06604,35,15452,0.9526,1,0.00944,9948,1.0,5364,0.302,38,39,0
999,7272,969,0,0,4,2,1,1973,1964,70,2014,626,0,0,4,2,1,3244,3233,70,3334,14011,1.0,934,56099,4193,1.0,120,1.0,106,0.007565,0.0,14085,1,0.00944,2,106,6,6,106,0.02528,0,4193,1,0.00944,106,0.8833,0,120,1,0.00944,60911341,6,198644486,7,1.0,0.4749,106,5,0.04718,7,1.0,0.4749,7,1.0,0.4749,106,5,0.04718,106,5,0.04718,101,0.006535,0.1901,16648,2,0.01888,1,1.0,4.664,106,106,1.0,197549660.0,25700.0,197667420.0,38879.0,197765380.0,40462.0,197980430.0,190954.0,197421980.0,109853430.0,,106,0.01066,0.0,9944,1,0.00944,32,0.005966,1.78,7339,8,0.0755,,60818756.0,,60911340.0,,,,,,0.0,2.0,0.0,,,,,,,,,,,,,,,60865050.0,0.0,0.0,0.0,106,15,2099,7,0.06604,7,0.06604,7,0.06604,34,15452,0.9526,1,0.00944,9948,1.0,5364,0.302,59,39,0
999,6186,969,5,0,4,2,1,1973,1964,70,2014,626,0,0,4,2,1,3244,3233,70,3334,14011,1.0,935,56125,4193,1.0,120,1.0,106,0.007565,0.0,14085,1,0.00944,3,106,6,6,106,0.02528,0,4193,1,0.00944,106,0.8833,0,120,1,0.00944,60937041,6,198618786,7,1.0,0.4749,106,5,0.04718,7,1.0,0.4749,7,1.0,0.4749,106,5,0.04718,106,5,0.04718,101,0.006535,0.1901,16648,2,0.01888,1,0.5,4.664,106,106,1.0,197549230.0,13179.0,197664620.0,14762.0,197765970.0,31373.0,197957180.0,104403580.0,197425680.0,121425064.0,,106,0.01066,0.0,9944,1,0.00944,13,0.0079,1.78,7339,8,0.0755,,25700.0,,60844456.0,,60937040.0,,,,0.0,2.0,0.0,,,,,,,,,,,,,,,40602400.0,0.0,0.0,0.0,106,15,2125,7,0.06604,7,0.06604,7,0.06604,35,15452,0.9526,2,0.00944,9948,1.0,1647,0.1226,25,39,0
999,7274,969,1,0,4,2,1,1973,1964,70,2014,626,0,0,4,2,1,3244,3233,70,3334,14011,1.0,935,56140,4193,1.0,120,1.0,106,0.007565,0.0,14085,1,0.00944,5,106,6,6,106,0.02528,0,4193,1,0.00944,106,0.8833,0,120,1,0.00944,60951803,6,198604024,7,1.0,0.4749,106,5,0.04718,7,1.0,0.4749,7,1.0,0.4749,106,5,0.04718,106,5,0.04718,101,0.006535,0.1901,16648,2,0.01888,1,0.5,4.664,106,106,1.0,197554740.0,16611.0,197662240.0,150492.0,197763280.0,104388820.0,197961780.0,197381520.0,197534480.0,143379330.0,,106,0.01066,0.0,9944,1,0.00944,24,0.005867,1.78,7339,8,0.0755,,1583.0,,14762.0,,40462.0,,60951804.0,,0.0,2.0,0.0,,,,,,,,,,,,,,,15252152.0,0.0,0.0,0.0,106,15,2140,7,0.06604,7,0.06604,7,0.06604,35,15452,0.9526,2,0.00944,9948,1.0,4092,0.2264,40,39,0
999,7275,969,4,0,4,2,1,1973,1964,70,2014,626,0,0,4,2,1,3244,3233,70,3334,14011,1.0,935,56156,4193,1.0,120,1.0,106,0.007565,0.0,14085,1,0.00944,6,106,6,6,106,0.02528,0,4193,1,0.00944,106,0.8833,0,120,1,0.00944,60968414,6,198587413,7,1.0,0.4749,106,5,0.04718,7,1.0,0.4749,7,1.0,0.4749,106,5,0.04718,106,5,0.04718,101,0.006535,0.1901,16648,2,0.01888,1,1.0,4.664,106,106,1.0,197538580.0,133881.0,197661980.0,104372210.0,197747340.0,104466800.0,197948300.0,197394300.0,197523620.0,154976340.0,,106,0.01066,0.0,9944,1,0.00944,7,0.00556,1.78,7339,8,0.0755,,16611.0,,18194.0,,31373.0,,60875828.0,,0.0,2.0,0.0,,,,,,,,,,,,,,,15235502.0,0.0,0.0,0.0,106,15,2156,7,0.06604,7,0.06604,7,0.06604,35,15452,0.9526,1,0.00944,9948,1.0,1259,0.06604,56,39,0
1000,7277,970,0,0,4,2,0,1978,1969,94,2019,1313,0,0,4,2,0,3245,1969,94,3335,14011,1.0,328,19710,4193,1.0,959,1.0,919,0.0656,0.0,14085,1,0.001088,252,919,188,178,919,0.2191,0,4193,1,0.001088,919,0.9585,0,959,1,0.001088,77394216,178,232316246,503,1.0,1.541,919,23,0.02502,177,1.0,1.987,177,1.0,1.995,919,25,0.0272,919,24,0.02611,894,0.05786,0.1249,16648,2,0.002176,4,1.0,6.383,922,659,0.7173,117636.0,14301.0,439316.0,35965.0,502739.0,40044.0,586677.0,41410.0,89450.0,207504.22,,919,0.109,0.0,8475,1,0.001088,319,0.05948,1.153,7339,5,0.00544,69363.0,141.0,39042624.0,4149.0,62295820.0,4411.0,62450690.0,6677.0,26807.0,0.0,235.0,0.0,,,,,,,,,,,,,,,18211186.0,0.0,0.0,0.0,919,5,1710,503,0.5474,177,0.1926,177,0.1926,28,15452,0.9727,4,0.004353,8431,1.0,5364,0.3472,30,29,0
1000,7277,970,0,0,4,2,0,1978,1969,94,2019,1313,0,0,4,2,0,3245,1969,94,3335,14011,1.0,328,19710,4193,1.0,959,1.0,919,0.0656,0.0,14085,1,0.001088,251,919,188,178,919,0.2191,0,4193,1,0.001088,919,0.9585,0,959,1,0.001088,77394075,178,232316387,503,1.0,1.541,919,23,0.02502,177,1.0,1.987,177,1.0,1.995,919,25,0.0272,919,24,0.02611,894,0.05786,0.1249,16648,2,0.002176,4,1.0,6.383,922,659,0.7173,116712.0,141.0,203106.0,14442.0,487614.0,36106.0,584836.0,41218.0,46429.0,170067.11,,919,0.109,0.0,8475,1,0.001088,319,0.05948,1.153,7339,5,0.00544,101321.0,4008.0,39870890.0,4270.0,62298560.0,5850.0,62456310.0,23606.0,28865.0,0.0,235.0,0.0,,,,,,,,,,,,,,,18310408.0,0.0,0.0,0.0,919,5,1710,503,0.5474,177,0.1926,177,0.1926,28,15452,0.9727,4,0.004353,8431,1.0,5364,0.3472,30,29,0
1000,7278,970,0,0,4,2,0,1978,1969,94,2019,1313,0,0,4,2,0,3245,1969,94,3335,14011,1.0,328,19704,4193,1.0,959,1.0,919,0.0656,0.0,14085,1,0.001088,247,919,188,178,919,0.2191,0,4193,1,0.001088,919,0.9585,0,959,1,0.001088,77387539,178,232322923,503,1.0,1.541,919,23,0.02502,177,1.0,1.987,177,1.0,1.995,919,25,0.0272,919,24,0.02611,894,0.05786,0.1249,16648,2,0.002176,3,1.0,6.383,922,659,0.7173,48087.0,686.0,159475.0,2266.0,477590.0,2528.0,577189.0,6677.0,46721.0,146802.11,,919,0.109,0.0,8475,1,0.001088,319,0.05948,1.153,7339,5,0.00544,146148.0,17070.0,62249624.0,19049.0,62330344.0,20130.0,62458572.0,62686.0,140617.0,0.0,235.0,0.0,,,,,,,,,,,,,,,20827138.0,0.0,0.0,0.0,919,5,1704,503,0.5474,177,0.1926,177,0.1926,28,15452,0.9727,3,0.003263,8431,1.0,5364,0.3472,24,29,0
1000,7278,970,0,0,4,2,0,1978,1969,94,2019,1313,0,0,4,2,0,3245,1969,94,3335,14011,1.0,328,19704,4193,1.0,959,1.0,919,0.0656,0.0,14085,1,0.001088,248,919,188,178,919,0.2191,0,4193,1,0.001088,919,0.9585,0,959,1,0.001088,77388225,178,232322237,503,1.0,1.541,919,23,0.02502,177,1.0,1.987,177,1.0,1.995,919,25,0.0272,919,24,0.02611,894,0.05786,0.1249,16648,2,0.002176,3,1.0,6.383,922,659,0.7173,51244.0,1580.0,163737.0,1842.0,487072.0,5850.0,583182.0,20292.0,47068.0,151318.56,,919,0.109,0.0,8475,1,0.001088,319,0.05948,1.153,7339,5,0.00544,141999.0,686.0,62248670.0,17756.0,62325200.0,19735.0,62454590.0,23015.0,100474.0,0.0,235.0,0.0,,,,,,,,,,,,,,,20814682.0,0.0,0.0,0.0,919,5,1704,503,0.5474,177,0.1926,177,0.1926,28,15452,0.9727,3,0.003263,8431,1.0,5364,0.3472,24,29,0
1000,7279,970,0,0,4,2,0,1978,1969,94,2019,1313,0,0,4,2,0,3245,1969,94,3335,14011,1.0,340,20450,4193,1.0,959,1.0,919,0.0656,0.0,14085,1,0.001088,318,919,188,178,919,0.2191,0,4193,1,0.001088,919,0.9585,0,959,1,0.001088,78133634,178,231576828,503,1.0,1.541,919,23,0.02502,177,1.0,1.987,177,1.0,1.995,919,25,0.0272,919,24,0.02611,894,0.05786,0.1249,16648,2,0.002176,3,1.0,6.383,922,659,0.7173,84413.0,25644.0,141458.0,26307.0,218577.0,26638.0,327402.0,71436.0,81008.0,111431.445,,919,0.109,0.0,8475,1,0.001088,319,0.05948,1.153,7339,5,0.00544,42675.0,1189.0,162227.0,9504.0,210640.0,14702.0,581672.0,19457.0,41146.0,0.0,235.0,0.0,,,,,,,,,,,,,,,120356.89,0.0,0.0,0.0,919,5,2450,503,0.5474,177,0.1926,177,0.1926,40,15452,0.9727,3,0.003263,8431,1.0,5364,0.3472,50,29,0
1000,7282,970,2,0,4,2,0,1978,1969,94,2019,1313,0,0,4,2,0,3245,1969,94,3335,14011,1.0,346,20789,4193,1.0,959,1.0,919,0.0656,0.0,14085,1,0.001088,371,919,188,178,919,0.2191,0,4193,1,0.001088,919,0.9585,0,959,1,0.001088,78472449,178,231238013,503,1.0,1.541,919,23,0.02502,177,1.0,1.987,177,1.0,1.995,919,25,0.0272,919,24,0.02611,894,0.05786,0.1249,16648,2,0.002176,1,1.0,6.383,922,659,0.7173,41025.0,1888.0,87058.0,15061.0,188237.0,16038.0,44886464.0,20258.0,31969.0,5032000.0,,919,0.109,0.0,8475,1,0.001088,286,0.04456,1.153,7339,5,0.00544,51092.0,4655.0,109399.0,10252.0,166141.0,11413.0,312177.0,18973.0,39830.0,0.0,235.0,0.0,,,,,,,,,,,,,,,80436.89,0.0,0.0,0.0,919,5,2789,503,0.5474,177,0.1926,177,0.1926,46,15452,0.9727,1,0.001088,8431,1.0,6420,0.3113,29,29,0
1000,7285,970,1,0,4,2,0,1978,1969,94,2019,1313,0,0,4,2,0,3245,1969,94,3335,14011,1.0,347,20878,4193,1.0,959,1.0,919,0.0656,0.0,14085,1,0.001088,393,919,188,178,919,0.2191,0,4193,1,0.001088,919,0.9585,0,959,1,0.001088,78561760,178,231148702,503,1.0,1.541,919,23,0.02502,177,1.0,1.987,177,1.0,1.995,919,25,0.0272,919,24,0.02611,894,0.05786,0.1249,16648,2,0.002176,1,1.0,6.383,922,659,0.7173,106410.0,503.0,30836496.0,3189.0,101867690.0,3289.0,102168110.0,53511.0,98926.0,26126458.0,,919,0.109,0.0,8475,1,0.001088,304,0.0743,1.153,7339,5,0.00544,44482.0,1857.0,74250.0,2253.0,129141.0,4291.0,245195.0,24797.0,37710.0,0.0,235.0,0.0,,,,,,,,,,,,,,,62664.0,0.0,0.0,0.0,919,5,2878,503,0.5474,177,0.1926,177,0.1926,47,15452,0.9727,1,0.001088,8431,1.0,4092,0.3308,58,29,0
1000,7286,970,2,0,4,2,0,1978,1969,94,2019,1313,0,0,4,2,0,3245,1969,94,3335,14011,1.0,340,20407,4193,1.0,959,1.0,919,0.0656,0.0,14085,1,0.001088,308,919,188,178,919,0.2191,0,4193,1,0.001088,919,0.9585,0,959,1,0.001088,78090959,178,231619503,503,1.0,1.541,919,23,0.02502,177,1.0,1.987,177,1.0,1.995,919,25,0.0272,919,24,0.02611,894,0.05786,0.1249,16648,2,0.002176,4,0.8,6.383,922,659,0.7173,42675.0,112.0,127088.0,1529.0,184133.0,19859.0,307014.0,23218.0,33171.0,82088.78,,919,0.109,0.0,8475,1,0.001088,286,0.04456,1.153,7339,5,0.00544,119552.0,214.0,167965.0,342.0,215662.0,15039.0,651490.0,81806.0,112708.0,0.0,235.0,0.0,,,,,,,,,,,,,,,151642.0,0.0,0.0,0.0,919,5,2407,503,0.5474,177,0.1926,177,0.1926,40,15452,0.9727,5,0.004353,8431,1.0,6420,0.3113,7,29,0
1000,7286,970,2,0,4,2,0,1978,1969,94,2019,1313,0,0,4,2,0,3245,1969,94,3335,14011,1.0,340,20407,4193,1.0,959,1.0,919,0.0656,0.0,14085,1,0.001088,306,919,188,178,919,0.2191,0,4193,1,0.001088,919,0.9585,0,959,1,0.001088,78090617,178,231619845,503,1.0,1.541,919,23,0.02502,177,1.0,1.987,177,1.0,1.995,919,25,0.0272,919,24,0.02611,894,0.05786,0.1249,16648,2,0.002176,4,0.8,6.383,922,659,0.7173,33513.0,128.0,124025.0,342.0,182114.0,454.0,300774.0,20201.0,26897.0,76494.22,,919,0.109,0.0,8475,1,0.001088,286,0.04456,1.153,7339,5,0.00544,126911.0,14697.0,179762.0,15421.0,234151.0,81464.0,655324.0,111706.0,119210.0,0.0,235.0,0.0,,,,,,,,,,,,,,,170960.67,0.0,0.0,0.0,919,5,2407,503,0.5474,177,0.1926,177,0.1926,40,15452,0.9727,5,0.004353,8431,1.0,6420,0.3113,7,29,0
